,current,600,575,550,525,500,475,450,425,400,375,350,325,300,275,250,225,200,175,150,125,100,75,50,25,0,-25,-50,-75,-100,-125,-150,-175,-200,-225,-250,-275,-300,-325,-350,-375,-400,-425,-450,-475,-500,-525,-550,-575,-600
0,-0.03,-0.026926959,-0.017500302,-0.021773568,-0.023286526,-0.00728145,-0.014771938,0.000698857,-0.00045423,-0.002079107,-0.003588449,-0.007600355,-0.003067449,-0.000631463,-0.002354678,-0.000950366,-0.00072317,-0.000509751,0.00052898,0.000881219,-0.000886615,-0.000444772,-0.0009016,-0.000231676,-0.000140568,-0.000120977,-0.000140235,-0.000230362,-0.000886341,-0.000243627,-0.002116268,-0.001076399,4.458953705745825e-05,-0.000333313,0.000428363,-0.001242613,-0.000548091,-0.001480933,-0.002757597,-0.001098608,0.000183885,-0.000171691,-0.00299212,-0.006122948,-0.010957399,-0.011087108,-0.021463934,-0.019140241,-0.030999676,-0.017813695
1,-0.0315,-0.032466086,-0.025549176,-0.022735005,-0.014783497,-0.006908816,-0.005900518,-0.000647423,-0.002769367,-0.001953756,-0.001606369,-0.013052995,-0.001908256,-0.000747262,-0.002222455,-0.000549806,-0.000202984,-0.000701827,0.000623615,5.524195098801547e-05,-1.41E-05,-0.000412485,-0.000947339,-0.000243311,-0.000147613,-0.000127032,-0.000147246,-0.000241862,-0.00093033,-0.000462701,-5.47E-05,-0.000626828,0.000672233,-0.00026198,-0.000133334,-0.000955939,-0.000979607,-0.009194412,-0.002229037,-0.00222373,-0.00043398,-0.0021793,-0.002063302,-0.0034451,-0.009166192,-0.015412573,-0.016350586,-0.018675202,-0.020582674,-0.028222801
2,-0.033,-0.035437415,-0.024139538,-0.020562207,-0.012052086,-0.007127339,-0.005366781,-0.00127967,-0.003310046,-0.002079068,-0.001439847,-0.003833507,-0.001431824,-0.000828583,-0.006298306,-0.000654522,-0.000358634,-0.000704636,0.000775623,-0.00025688,-0.00012892,-0.000427694,-0.000992653,-0.000254951,-0.000154659,-0.000133088,-0.000154257,-0.000253361,-0.000974124,-0.000493163,9.298011959182205e-06,-0.000511768,9.4238989145665e-06,-0.00025502,-0.000472978,-0.001021877,-0.000909149,-0.004156891,-0.002070795,-0.001706603,-0.001251883,-0.002080878,-0.001500091,-0.002756637,-0.013803296,-0.007549827,-0.01034382,-0.027796828,-0.022121947,-0.036349424
3,-0.0345,-0.030822013,-0.027550693,-0.021209075,-0.019607759,-0.007206536,-0.00507614,-0.001608704,-0.002972749,-0.010987904,-0.001541919,-0.002197102,-0.001237797,-0.001177748,-0.009287027,-0.000759764,-0.000504167,-0.000695521,-5.23E-06,-0.000403651,-0.000262965,-0.000448643,-0.001037962,-0.000266597,-0.000161708,-0.000139145,-0.000161268,-0.000264859,-0.001017871,-0.000518618,-0.000132285,-0.000470736,-0.000185322,-0.000720168,-0.00068256,-0.001209958,-0.000908013,-0.001711707,-0.00178814,-0.000586071,-0.00170718,-0.001828615,-0.00143911,-0.002829672,-0.006435263,-0.006636246,-0.018974236,-0.018159692,-0.028422872,-0.029633795
4,-0.036,-0.034209728,-0.035470619,-0.016255678,-0.020520989,-0.009088882,-0.011931505,-0.001808975,-0.002652361,-0.003787163,-0.001699799,-0.00164837,-0.001138039,-0.001368375,-0.002090724,-0.000863949,-0.000601045,-0.00070159,-0.000379443,-0.000475271,-0.000350289,-0.000470859,-0.001083261,-0.000278249,-0.000168759,-0.000145203,-0.00016828,-0.000276356,-0.001061572,-0.000548683,-0.000257098,-0.000474059,-0.000181016,-0.000760935,-0.000737004,-0.001264169,-0.000916162,-0.001180884,-0.001572846,-0.001080086,-0.002007892,-0.001777342,-0.001546264,-0.003775832,-0.005921353,-0.007619388,-0.017641124,-0.025940353,-0.036110298,-0.037006457
5,-0.0375,-0.029009898,-0.020292817,-0.014864085,-0.017372263,-0.014401009,-0.007275503,-0.002467684,-0.002491523,-0.001785941,-0.001910207,-0.001954712,-0.001035176,-0.001435302,-0.001201277,-0.000944156,-0.000663993,-0.000717102,-0.00054783,-0.000517845,-0.000405345,-0.000494075,-0.001128545,-0.000289908,-0.000175813,-0.000151262,-0.000175293,-0.000287853,-0.001105226,-0.000583672,-0.000342895,-0.000516597,-0.000134665,-0.000646861,-0.000705819,-0.001246638,-0.000919305,-0.00096043,-0.001470347,-0.001175619,-0.002052909,-0.001839589,-0.001619623,-0.006152284,-0.008606021,-0.006230075,-0.026539276,-0.019404881,-0.022362633,-0.036416105
6,-0.039,-0.040440114,-0.022858108,-0.020856729,-0.018407793,-0.009235587,-0.005654797,-0.002816956,-0.002509643,-0.001731266,-0.002144448,-0.002071221,-0.000982339,-0.001505288,-0.001085002,-0.000997745,-0.000703919,-0.000738948,-0.000635307,-0.000546245,-0.000441674,-0.000518785,-0.001173811,-0.000301572,-0.000182868,-0.000157322,-0.000182305,-0.000299349,-0.001148833,-0.00062151,-0.000399066,-0.000568114,-0.000106156,-0.000602665,-0.000696472,-0.001223172,-0.000916614,-0.000865316,-0.001450638,-0.001283287,-0.001943123,-0.001918077,-0.001683524,-0.00445586,-0.008532983,-0.005300283,-0.013554446,-0.031473924,-0.027275234,-0.030219815
7,-0.0405,-0.03917567,-0.038077502,-0.019830689,-0.02501324,-0.013168698,-0.005838082,-0.0030296,-0.00277791,-0.00189778,-0.0024169,-0.002236904,-0.001034658,-0.001720159,-0.001082236,-0.001033497,-0.000735249,-0.000765152,-0.000686603,-0.000568101,-0.000465469,-0.00054546,-0.00121905,-0.000313242,-0.000189926,-0.000163384,-0.000189319,-0.000310846,-0.001192394,-0.00065753,-0.000435517,-0.000618814,-0.000136987,-0.000597753,-0.000716468,-0.001209541,-0.000929446,-0.000836841,-0.00146931,-0.001360944,-0.001855937,-0.002014805,-0.001741623,-0.00367539,-0.018310091,-0.005281603,-0.010248157,-0.030958658,-0.041746279,-0.049043568
8,-0.042,-0.047134449,-0.037668439,-0.030722291,-0.019484872,-0.016569861,-0.008938271,-0.003765293,-0.003011059,-0.001927102,-0.002880909,-0.003241508,-0.001106044,-0.00325116,-0.001100981,-0.001060814,-0.000760472,-0.000793465,-0.000724018,-0.000586768,-0.000486099,-0.000574738,-0.001264259,-0.000324919,-0.000196985,-0.000169446,-0.000196333,-0.000322341,-0.001235909,-0.00068482,-0.000462505,-0.000759801,-0.000253263,-0.000599292,-0.000735808,-0.001194439,-0.000946089,-0.000852328,-0.001516027,-0.001317253,-0.001816192,-0.002139824,-0.001790027,-0.003675522,-0.013147331,-0.010426413,-0.011696165,-0.03913294,-0.043390198,-0.044522003
9,-0.0435,-0.044428658,-0.041681749,-0.032832009,-0.024709149,-0.012787906,-0.023913378,-0.013801575,-0.003208454,-0.001863115,-0.004422853,-0.011562179,-0.001144758,-0.013740311,-0.001123965,-0.001083796,-0.000783656,-0.000817145,-0.000753515,-0.000603614,-0.000503995,-0.000607823,-0.001309429,-0.000336603,-0.000204048,-0.00017551,-0.000203348,-0.000333837,-0.001279377,-0.000698537,-0.000483407,-0.000777617,-0.000382577,-0.000612299,-0.000752074,-0.001187196,-0.000964618,-0.000895914,-0.001592568,-0.001352106,-0.001875183,-0.002338504,-0.001840121,-0.006395626,-0.027066786,-0.0246284,-0.02807945,-0.025021683,-0.029249526,-0.042162064
10,-0.045,-0.050030758,-0.039200855,-0.04207597,-0.024161417,-0.014263344,-0.015522318,-0.006387848,-0.003367768,-0.00185159,-0.013052551,-0.005488544,-0.001170638,-0.002796073,-0.001153466,-0.001104287,-0.000806248,-0.000824749,-0.000779521,-0.000619121,-0.000520464,-0.000646539,-0.001354555,-0.000348293,-0.000211112,-0.000181575,-0.000210363,-0.000345333,-0.001322798,-0.000697091,-0.000501143,-0.000680111,-0.000475724,-0.000625839,-0.000768871,-0.001195726,-0.000984961,-0.000947274,-0.001723812,-0.001430213,-0.002093257,-0.002742047,-0.00189057,-0.01314119,-0.014233428,-0.023838549,-0.027662557,-0.023641945,-0.038084322,-0.050123645
11,-0.0465,-0.049477717,-0.04527826,-0.033100057,-0.040365475,-0.021343124,-0.022246095,-0.004449102,-0.0031345,-0.001868362,-0.005643967,-0.002081545,-0.001192036,-0.001434444,-0.001185532,-0.001124894,-0.000827029,-0.000812721,-0.00080341,-0.000634641,-0.000536395,-0.00069313,-0.001399628,-0.00035999,-0.00021818,-0.000187641,-0.000217379,-0.000356829,-0.001366173,-0.000683888,-0.000516852,-0.000571793,-0.000538616,-0.000639588,-0.000784874,-0.00121852,-0.001005495,-0.000994386,-0.002139791,-0.001513298,-0.002778137,-0.004246701,-0.001982069,-0.005149149,-0.011968836,-0.018369395,-0.034542991,-0.046249826,-0.047690545,-0.045529763
12,-0.048,-0.046540376,-0.045548123,-0.034347877,-0.030106691,-0.027343792,-0.020728437,-0.004590614,-0.003066902,-0.001917225,-0.00254272,-0.001519943,-0.001213282,-0.001224781,-0.001220189,-0.001146215,-0.000846231,-0.000789178,-0.000826787,-0.000650011,-0.000552007,-0.000748805,-0.001444642,-0.000371693,-0.000225249,-0.000193708,-0.000224397,-0.000368325,-0.001409502,-0.000663913,-0.000531563,-0.000494174,-0.000584629,-0.000652554,-0.000799733,-0.001245589,-0.001026733,-0.001032139,-0.006263509,-0.001586158,-0.007491287,-0.007899079,-0.002141899,-0.004214442,-0.026645423,-0.03268803,-0.030115779,-0.029365507,-0.050080738,-0.053331871
13,-0.0495,-0.052837058,-0.042035664,-0.031761183,-0.027265722,-0.020690499,-0.012672436,-0.006216714,-0.003183096,-0.001980809,-0.002087182,-0.001452181,-0.0012319,-0.001186419,-0.001256094,-0.001168309,-0.000865762,-0.000774213,-0.000849664,-0.000664901,-0.000567321,-0.000809209,-0.001489582,-0.000383404,-0.000232322,-0.000199777,-0.000231415,-0.000379821,-0.001452783,-0.000644213,-0.000545703,-0.000464536,-0.00061612,-0.000665215,-0.000814795,-0.001268712,-0.001048469,-0.001059418,-0.005654602,-0.001639353,-0.00473204,-0.004538153,-0.002393427,-0.004510304,-0.018559923,-0.027037489,-0.029133062,-0.032066404,-0.047897888,-0.061236402
14,-0.051,-0.062290656,-0.053471205,-0.037041552,-0.035606706,-0.02878349,-0.013280338,-0.01126502,-0.003432778,-0.002050628,-0.002136471,-0.001480356,-0.001258016,-0.001188548,-0.001295403,-0.001191953,-0.000885006,-0.000775492,-0.000872317,-0.000679173,-0.000582663,-0.000859236,-0.001534455,-0.000395122,-0.000239396,-0.000205848,-0.000238434,-0.000391318,-0.001496018,-0.000630669,-0.000559197,-0.000491006,-0.000640498,-0.000677579,-0.000829908,-0.00129832,-0.001069993,-0.001084182,-0.00172759,-0.001651038,-0.002529769,-0.002888354,-0.002828277,-0.005668765,-0.009091486,-0.012566613,-0.023723024,-0.0342508,-0.051158737,-0.057863307
