current,voltage
0.1035,0.0012208856398762612
0.105,0.0012451910181579353
0.1065,0.0012644925570485627
0.108,0.0012848631083667544
0.1095,0.0012964333263846982
0.111,0.0013095847240269282
0.1125,0.001334726959943393
0.114,0.0013420805850525796
0.1155,0.0013742394018331173
0.117,0.0013779892578962556
0.1185,0.0014080790760332181
0.12,0.0014173180986992136
0.1215,0.0014286608015944384
0.123,0.001464437107188837
0.1245,0.0015038160344893639
0.126,0.001486252414925515
0.1275,0.0015413559718690836
0.129,0.0015724655234958574
0.1305,0.001548333496193979
0.132,0.0015851630238638054
0.1335,0.0016183192558467767
0.135,0.0016455045536589426
0.1365,0.0016570179049153824
0.138,0.0016884386438812688
0.1395,0.0017225055931173298
0.14100000000000001,0.001721330680337798
0.14250000000000002,0.0017536242190302638
