current,200,225,250,275,300,325,350,375,400,425,450,475,500,525,550,575,600
-0.21,-4.770778990819775,-5.4079156941175786,-5.456011550391956,-5.660877194543258,-5.82651641569352,-6.0078940385069535,-6.324527712615999,-6.333089604382649,-6.544279577038205,-6.639346420570104,-6.836336973999499,-7.056430280425296,-7.132111993533047,-7.334620949592676,-7.479584704879431,-7.687698578159947,-7.812150005538714
-0.2085,-4.677526310495172,-5.085147302259623,-5.253261846525213,-5.516646319559206,-5.718122634686005,-6.051600856030113,-6.064250063280308,-6.278154659796913,-6.5011426944563215,-6.56166967841686,-6.7809567464756535,-7.0114178306018005,-7.085031423647362,-7.274299622251096,-7.420032035137649,-7.62197196952644,-7.760506156698397
-0.207,-4.591709050022608,-4.760732663637898,-5.276991893489619,-5.5610450941921865,-5.626268434626051,-5.950220843337168,-6.183806629968553,-6.351901249960796,-6.397632719451105,-6.553224699614378,-6.730847174607908,-6.936158367966835,-7.010800423467382,-7.199450275010746,-7.324115207331914,-7.531027195430954,-7.668675431476321
-0.20550000000000002,-4.523221727722917,-4.739837720192039,-5.146894100410067,-5.620504536410173,-5.732350788990199,-5.791686060403269,-6.019196411421669,-6.146480856759626,-6.263730002269636,-6.5526205020547925,-6.648185323965102,-6.80101925925721,-6.957710192439805,-7.109039860235845,-7.271910178005602,-7.467815116860185,-7.610633509525862
-0.20400000000000001,-4.4565123861704485,-4.524053672815356,-5.251037745660615,-5.353772565931196,-5.64031347537565,-5.836975557811575,-5.889085877846219,-6.094200553112612,-6.2237474669917345,-6.38700757420293,-6.573400772197089,-6.739505030275038,-6.954952275567573,-7.0629905239387885,-7.233212208914544,-7.413668679935731,-7.538436848683206
-0.2025,-4.391526751020746,-4.952195291014124,-5.090961819907836,-5.207756637347399,-5.616975138413694,-5.631410832191096,-6.145655844808797,-5.953418668433841,-6.14051949781135,-6.296113425293518,-6.543448975272427,-6.71264276353814,-6.843650191856075,-6.996128369523912,-7.1749091239283915,-7.3324885415943015,-7.499487652418408
-0.201,-4.328065899467456,-4.979507878594662,-5.148994754520258,-5.684255136435804,-5.241108656770247,-5.83173712722613,-5.9129618010428375,-6.084377211877558,-6.160717721835844,-6.361104703824355,-6.450367171422435,-6.608021075338529,-6.792872388098501,-6.944440470963929,-7.128124297978065,-7.285359863484936,-7.392250882744274
-0.1995,-4.265330335286575,-4.909444619694728,-4.856099866852009,-5.386995720314507,-5.085996376478747,-5.710402183951238,-5.754104225129075,-5.9021801765001305,-6.148472143894594,-6.255267190492306,-6.415986734891266,-6.552585331109857,-6.701502313730207,-6.880257225395804,-7.028564952583458,-7.242669569206681,-7.344764008462793
-0.198,-4.2037519215006816,-4.793636743519922,-4.83074781789828,-5.290418467539538,-5.516148413101116,-5.483402708753655,-5.794531700631638,-5.940623895100523,-6.002773821978306,-6.25864118223759,-6.26163921508194,-6.505300128198714,-6.69358678683588,-6.809823261414262,-6.958147907821964,-7.128455043091619,-7.308443798382084
-0.1965,-4.143353220905897,-4.719362999149297,-4.9030331733502335,-5.10420688339323,-5.418990486204807,-5.57810329981908,-5.592530354146181,-5.880595291601183,-6.128726740829429,-6.084734816818367,-6.262356616582612,-6.412588371104021,-6.597119375350591,-6.7420518041148405,-6.887377749591433,-7.037299835317774,-7.225587566415402
-0.195,-4.083096418299383,-4.843470731399166,-5.00020286602035,-5.133840636928075,-5.368711379143183,-5.410917510495308,-5.7913493464034,-5.740061138354652,-5.876375010010412,-6.0196479945500325,-6.275826426534974,-6.364045251545866,-6.578309461493075,-6.671269879818708,-6.830954862741553,-6.985837257774329,-7.158332465971894
-0.1935,-4.023854329293734,-4.707598507347665,-4.880017153896032,-5.113722145665593,-5.142656036268487,-5.308873312366231,-5.574106496447391,-5.817877068921861,-5.878219320573636,-5.9893733087883465,-6.183624471463142,-6.277271641090511,-6.491204457989633,-6.60190997971024,-6.784837628677167,-6.917395630119432,-7.05314057653703
-0.192,-3.9654031236417775,-4.3815496081637475,-4.833883204550261,-4.865384452153975,-5.153068112696734,-5.257536436297422,-5.39959858590724,-5.622030422384547,-5.673878731301144,-5.889113331559446,-6.150843003342782,-6.238469280420596,-6.400813156067265,-6.502787965549512,-6.7169922855194235,-6.834877145716369,-7.00952541021294
-0.1905,-3.9065528538526957,-4.177743799348825,-4.6883869257716695,-4.7670418613585435,-4.91152430829351,-5.348957142651324,-5.349746028145234,-5.6635579949165535,-5.799793714140631,-5.850731199586716,-5.978184979916992,-6.159666876722124,-6.374930312283355,-6.460705744356687,-6.677694656386465,-6.787090989071803,-6.924206242728062
-0.189,-3.8482243035898853,-4.056206518023016,-4.645580661739943,-4.846563590271233,-4.990115103542797,-5.183321456177564,-5.3930137088745695,-5.629151327324259,-5.717247280319607,-5.880504637346956,-5.892501622048908,-6.093448099238021,-6.322640821945556,-6.41680316659006,-6.560240520376389,-6.720027135041649,-6.858088822909412
-0.1875,-3.790176364874441,-4.0984261125697685,-4.524594527617188,-5.026731345886662,-5.1269042942647545,-5.200767817061101,-5.413874234372148,-5.583427500790088,-5.734771223320831,-5.690985557045899,-5.8960078009185,-6.079293451262639,-6.211101267759148,-6.307377915164526,-6.4850373868747075,-6.656134260110438,-6.814163806030684
-0.186,-3.732284165666174,-4.043933390096332,-4.360565892797182,-4.83807965523818,-4.675768294448762,-5.163644696105117,-5.451198746738681,-5.454155269293362,-5.577154662827803,-5.6066868606762394,-5.77486833467608,-6.002577021751792,-6.172422880898372,-6.255704645432607,-6.447475982890826,-6.617550067527517,-6.733854859564029
