current,-600,-575,-550,-525,-500,-475,-450,-425,-400,-375,-350,-325,-300,-275,-250,-225
-0.21,-7.489083455596671,-7.353377561969772,-7.1988881064243895,-7.049657155754323,-6.956890408488083,-6.8327588014975635,-6.676497767760178,-6.548022391392729,-6.383047524949517,-6.291225700098768,-6.163632086050634,-6.002976447338853,-6.1036149691863315,-5.631867918130263,-5.488152648440252,-5.256373143720358
-0.2085,-7.403088662574545,-7.316019882161855,-7.103550056953618,-7.050249157100441,-6.929367162251227,-6.786485420906895,-6.663152836818745,-6.526471698519507,-6.340771581943766,-6.232249643716421,-6.09846150776452,-5.984123579860995,-5.836983748833244,-5.586738839189981,-5.636072606536761,-5.173403033671525
-0.207,-7.358065567016282,-7.212180347876253,-7.078178451590618,-6.9688907246547895,-6.859626485676722,-6.750582164041375,-6.65370409759728,-6.457863618627871,-6.318090706612313,-6.258086763941469,-5.952208101242381,-5.814365922439654,-5.541494859168714,-5.576510000219529,-5.5381001774894,-5.130163225103644
-0.20550000000000002,-7.27663446069311,-7.142041220501071,-6.999398763485483,-6.870666027272071,-6.802147243650688,-6.7324129696819925,-6.555806479298634,-6.4436975606922875,-6.301884507301746,-6.212892574123163,-5.9604941704665615,-5.982112637679345,-5.534368067739844,-5.6133929932945295,-5.4740898122314245,-5.204025777789772
-0.20400000000000001,-7.2283960323781935,-7.087922158366439,-6.948247106617033,-6.819589771989081,-6.7364976821702,-6.656422440286213,-6.477728088654235,-6.356350621570624,-6.242019704229409,-5.989865956445071,-5.937391247394928,-5.820387725392342,-5.609631238583822,-5.4392777746039265,-5.427356041473384,-5.122136565878029
-0.2025,-7.16914584665305,-7.041357147290981,-6.891634728437466,-6.812891891212805,-6.728535015259732,-6.5657926463136,-6.457266118325579,-6.308160139263285,-6.154490616919143,-6.052725225969625,-5.885495115657726,-5.671649516050214,-5.3775932615345345,-5.265338307548175,-5.147117970426286,-5.019480115389715
-0.201,-7.112323722171648,-6.975031068501809,-6.825472945998716,-6.717513704129319,-6.6112376754639754,-6.502467203616628,-6.433848184412564,-6.303738489413987,-6.0780351097564225,-6.0488903800751626,-5.729881935114942,-5.712927339301805,-5.377609571883765,-5.362375504131733,-5.187765288657134,-4.874174905762737
-0.1995,-7.027237101644831,-6.885597080365854,-6.783073452516534,-6.693156248352849,-6.59108140315515,-6.444748793090889,-6.344408583690162,-6.089902345145577,-5.964624608923824,-5.903869593745773,-5.662338541955616,-5.6157886916488975,-5.286455619812116,-5.1845506657005185,-5.078310640153127,-5.017798614254675
-0.198,-6.978552082256194,-6.843807053573727,-6.711396655505185,-6.580711678483795,-6.5029202027339545,-6.326198271345263,-6.197798539636797,-6.1426652872144585,-6.007999253798951,-5.934524904032666,-5.657114041902572,-5.495272717472364,-5.384581491600947,-5.162691586670558,-4.986992927727249,-4.931855511840334
-0.1965,-6.927253728643405,-6.796171636785053,-6.678497367648423,-6.531780986599462,-6.461365799774847,-6.300850383605235,-6.239593352125852,-6.12156692712372,-6.027417433423867,-5.717050374658316,-5.780658785131798,-5.463972366167257,-5.163589956374252,-5.018826675037033,-5.053716586871323,-4.859528733866605
-0.195,-6.85533965435686,-6.745617834362089,-6.605532057350456,-6.480357543363211,-6.410785362092761,-6.280345851966304,-6.1443704313704295,-5.987015009122009,-5.802041609734806,-5.698678723476714,-5.571301512134602,-5.346168354269271,-5.230399334913342,-4.794011910544152,-4.982513152772868,-4.6945030884827945
-0.1935,-6.788587567041509,-6.695238370980335,-6.551411909227688,-6.475884665944055,-6.338771075276371,-6.216507218295753,-6.078309961340092,-5.953766868208091,-5.812250121072203,-5.743584686575022,-5.701471234466207,-5.180587743845106,-5.027014670144527,-4.948063524884122,-4.8587266603910235,-4.660239087862346
