current,-600,-575,-550,-525,-500,-475,-450,-425,-400,-375,-350,-325,-300,-275,-250,-225,-200,-175,-150,-125,-100,-75,-50,-25,0,25,50,75,100,125,150,175,200,225,250,275,300,325,350,375,400,425,450,475,500,525,550,575,600
-0.1785,-6.216560239,-6.058637912,-5.968066022,-5.882703612,-5.814966348,-5.636207141,-5.510799144,-5.292144776,-5.315091389,-5.091027109,-4.927250156,-4.651488808,-4.489738713,-4.500433978,-4.420345655,-4.145271226,-3.957210617,-3.920760718,-3.619521447,-3.470324889,-0.00181175,-0.001855236,-0.001233283,-0.00073897,-0.000641243,-0.000762199,-0.001249675,-0.002164157,-0.002049771,-0.001915727,-0.005160309,-3.418084491,-3.441629812,-3.719252881,-4.044271831,-4.160455503,-4.577195089,-4.862998376,-5.013962166,-5.128583173,-5.369523484,-5.33050014,-5.516167885,-5.667859219,-5.838466055,-5.928244744,-6.082186528,-6.290219924,-6.395470175
-0.177,-6.148491623,-6.040971891,-5.929165402,-5.796574486,-5.70209084,-5.570754002,-5.414039996,-5.206655917,-5.28460811,-5.040780204,-4.96297286,-4.836340888,-4.685448732,-4.496748322,-4.290225788,-4.060377149,-3.809837733,-3.870372308,-3.5694881,-0.036969227,-0.001724996,-0.001851742,-0.001230367,-0.000749106,-0.0006324,-0.000738059,-0.001252267,-0.002167831,-0.002060882,-0.001868167,-0.00257637,-3.339183495,-3.382145051,-3.738088933,-3.764684034,-4.325582207,-4.449063611,-4.78701163,-4.937946118,-5.026212373,-5.259727491,-5.312356724,-5.478243439,-5.581647677,-5.796665856,-5.882694366,-6.034507008,-6.185900432,-6.339289094
-0.1755,-6.116107017,-5.975102832,-5.858673785,-5.735594509,-5.600363528,-5.565742001,-5.335081167,-5.328451761,-5.098542405,-4.800668559,-4.780179789,-4.752696076,-4.638025717,-4.445765011,-4.322592169,-4.118746835,-3.722740481,-3.819528678,-3.519655813,-0.001933437,-0.001684828,-0.001822588,-0.001223469,-0.000740267,-0.000625528,-0.000749321,-0.001233094,-0.002129059,-0.002015432,-0.001852927,-0.002463684,-0.01136804,-3.321525154,-3.628889548,-3.794211595,-4.362361856,-4.404537118,-4.714078946,-4.960099878,-4.890975787,-5.221149865,-5.394111715,-5.475669269,-5.5075714,-5.703549026,-5.792531707,-5.973042427,-6.14055406,-6.282597053
-0.174,-6.029456596,-5.904011043,-5.80071611,-5.766500374,-5.520857837,-5.442983032,-5.152671007,-5.21185312,-5.075622706,-5.00473405,-4.644406356,-4.590343768,-4.457125122,-4.434120151,-4.207260852,-3.97372928,-3.664845853,-3.76849163,-3.470113274,-0.001780175,-0.001678501,-0.001832105,-0.001196021,-0.000737421,-0.000628743,-0.000744758,-0.001241502,-0.002118344,-0.001992257,-0.001855327,-0.002432866,-0.003701086,-3.25593826,-3.519149791,-3.80678766,-4.352596195,-4.402924508,-4.689413762,-4.765968068,-4.86761552,-5.120782162,-5.177554848,-5.412639866,-5.449658237,-5.657166402,-5.780154573,-5.936246066,-6.07674659,-6.206499698
-0.1725,-5.973612542,-5.873277512,-5.741002672,-5.705555469,-5.502472374,-5.455542101,-5.175245868,-5.126028411,-4.996809047,-4.926786506,-4.737367521,-4.544457445,-4.304808083,-4.233670722,-4.144147258,-3.957083439,-3.60957185,-3.717194334,-3.421443113,-0.001717624,-0.001633253,-0.001790156,-0.001215267,-0.000728414,-0.000651501,-0.000717421,-0.001202828,-0.002087237,-0.001961304,-0.001825251,-0.002372782,-0.003488992,-0.825666146,-3.464594789,-4.050197089,-4.244890094,-4.566001678,-4.484721454,-4.706137517,-4.717793078,-5.087377199,-5.143889717,-5.389812738,-5.438106177,-5.518809594,-5.672028053,-5.877834609,-6.042253328,-6.136398641
-0.171,-5.908185919,-5.811749837,-5.694862761,-5.574830675,-5.436679513,-5.396049035,-5.200109733,-5.064839161,-4.910890418,-4.801836948,-4.618413448,-4.464278305,-4.346676316,-4.260537803,-4.186666549,-3.887428879,-3.555690702,-3.665234532,-2.121699207,-0.001685014,-0.001636612,-0.001769228,-0.001180403,-0.000710403,-0.000628426,-0.000707892,-0.001195276,-0.002068191,-0.001942586,-0.001781805,-0.00236309,-0.003392854,-0.00238645,-3.390424478,-3.707634198,-4.152258595,-4.298510592,-4.552233781,-4.611333636,-4.997167785,-4.871497715,-5.045600514,-5.15758938,-5.337907068,-5.517020848,-5.678657731,-5.827294383,-5.929766528,-6.068932009
-0.1695,-5.831130405,-5.72203784,-5.641483278,-5.490562604,-5.493835699,-5.268252179,-5.204084519,-4.996149887,-4.886521647,-4.8119737,-4.610911238,-4.587993778,-4.214076591,-4.259781477,-4.044340002,-3.808939031,-3.502328779,-3.61337698,-0.00318147,-0.001666622,-0.001633215,-0.001752909,-0.001193898,-0.000722964,-0.000607129,-0.000708938,-0.001189626,-0.002064351,-0.001928867,-0.001746517,-0.002356742,-0.003294028,-0.00211044,-3.291904731,-3.66864096,-3.869789224,-4.445925005,-4.465086624,-4.669161667,-4.765633354,-4.894976513,-5.058130801,-5.148575314,-5.260582277,-5.45687308,-5.561059232,-5.778874801,-5.862639499,-5.992072283
-0.168,-5.797222475,-5.662454265,-5.53548864,-5.44251192,-5.358269566,-5.264515432,-5.039957442,-4.870942032,-4.943694597,-4.81554113,-4.601812938,-4.38563769,-4.233831879,-4.118549861,-3.952221352,-3.769101306,-3.449106853,-3.560806996,-0.001905645,-0.001699889,-0.001605105,-0.001730633,-0.001168344,-0.000701608,-0.000617819,-0.000683455,-0.001174503,-0.002023177,-0.001933442,-0.001767076,-0.002312126,-0.003223547,-0.002034026,-0.045628047,-3.570389241,-3.742451191,-4.348869938,-4.333917869,-4.3660351,-4.587714914,-4.744977543,-4.96786125,-5.210985649,-5.236574159,-5.358810759,-5.544905381,-5.683363574,-5.787974801,-5.955206195
-0.1665,-5.708954177,-5.69622909,-5.52505313,-5.375640983,-5.310556013,-5.153188874,-5.039683897,-4.810908159,-4.783954134,-4.599572523,-4.545664021,-4.406901074,-4.171100637,-4.059503805,-3.927346126,-3.762548485,-3.396061702,-3.50703257,-0.001777649,-0.001744517,-0.001599639,-0.001753623,-0.001148767,-0.000695716,-0.000602194,-0.000702739,-0.001166112,-0.002034173,-0.001889331,-0.00177547,-0.002284658,-0.003152217,-0.001995367,-0.012048576,-3.208387836,-3.660432676,-4.25952789,-3.991285658,-4.446981394,-4.754393966,-4.76122809,-4.957048339,-5.018843579,-5.150959782,-5.298520042,-5.460585647,-5.571928406,-5.682078206,-5.855384858
-0.165,-5.659565286,-5.544694029,-5.460561745,-5.347786136,-5.248852048,-5.066141151,-5.011195179,-4.880678374,-4.753944135,-4.484605532,-4.453950275,-4.260784658,-4.110809707,-4.062469608,-3.809598313,-3.748016839,-3.342617697,-3.452788693,-0.001758578,-0.001851702,-0.001615742,-0.001708038,-0.001126705,-0.000690113,-0.000609409,-0.000699063,-0.001167803,-0.002002295,-0.001873614,-0.001722125,-0.002279176,-0.003070822,-0.001976786,-0.009886195,-2.987806149,-3.810802074,-4.060974001,-4.160714727,-4.408955827,-4.617441225,-4.779651022,-4.919383429,-4.962828229,-5.147522885,-5.299511236,-5.410363034,-5.535033029,-5.63841311,-5.861197771
-0.1635,-5.603677257,-5.488859771,-5.3687276,-5.313435939,-5.106969106,-5.059179406,-4.975638927,-4.668360875,-4.616740586,-4.720063601,-4.421152794,-4.317999797,-4.08659072,-3.922188586,-3.844047265,-3.693532858,-3.289467302,-3.395935572,-0.001777605,-0.001889975,-0.001566865,-0.00169721,-0.001119086,-0.000687391,-0.000612239,-0.000679984,-0.001149346,-0.001976384,-0.001860816,-0.001695165,-0.002212658,-0.002985344,-0.001930566,-0.035517846,-0.022290703,-3.291969234,-3.83972304,-4.048564331,-4.131258628,-4.379371491,-4.687940685,-4.760689815,-4.869333801,-5.007890677,-5.215361798,-5.334124176,-5.479788571,-5.548964817,-5.741358053
-0.162,-5.560163528,-5.426965306,-5.308595186,-5.240743122,-5.142923533,-4.970196308,-4.836180198,-4.684148484,-4.620223264,-4.528306212,-4.270770391,-4.057902011,-4.05884748,-3.999009338,-3.784169729,-3.630152067,-3.235417535,-3.335384375,-0.001790123,-0.001901019,-0.001549461,-0.001668675,-0.001098639,-0.00067856,-0.000585456,-0.000686929,-0.001140588,-0.001940622,-0.001847576,-0.00166106,-0.002208803,-0.002956763,-0.001925449,-0.026711861,-0.025694441,-3.540431395,-3.900118746,-3.987209124,-4.402457706,-4.368127364,-4.528015303,-4.73867093,-4.776975398,-5.038195087,-5.111822974,-5.286709594,-5.365904932,-5.521211299,-5.708393235
-0.1605,-5.483368584,-5.371793361,-5.249832806,-5.193137372,-5.039492739,-4.947145914,-4.73946066,-4.547668119,-4.406502619,-4.398484821,-4.231869905,-4.152000151,-4.021103721,-3.924087847,-3.794985616,-3.538225988,-3.181814369,-3.269417108,-0.001801265,-0.001911628,-0.001544097,-0.001677014,-0.001133484,-0.000663729,-0.000585043,-0.000666461,-0.001130487,-0.001913261,-0.001809152,-0.001659623,-0.002178854,-0.002907803,-0.001894111,-0.007086024,-0.019174649,-3.058637832,-3.766275612,-4.019674641,-4.221071539,-4.443547746,-4.510270419,-4.582492274,-4.834272175,-4.970879649,-5.08322064,-5.200142505,-5.303572471,-5.456416235,-5.6272009
-0.159,-5.400275564,-5.33135353,-5.243568111,-5.11997572,-5.034675457,-4.819622138,-4.837429474,-4.614518662,-4.465211984,-4.465303406,-4.146062113,-3.998471285,-3.834084735,-3.905004156,-3.654573895,-3.461939228,-0.678722519,-1.326659794,-0.001776557,-0.001746269,-0.001515445,-0.00167185,-0.001103077,-0.000667897,-0.000579311,-0.000664358,-0.001111845,-0.001918171,-0.001777229,-0.001644437,-0.00217567,-0.002855447,-0.001837418,-0.010135691,-0.035478886,-0.052301484,-3.607151337,-3.772608146,-4.199648957,-4.141406858,-4.355897308,-4.761586616,-4.771291692,-4.912458905,-5.010974099,-5.150617901,-5.250638155,-5.388502775,-5.541565215
-0.1575,-5.323067627,-5.259514906,-5.176552656,-5.10438804,-4.901881642,-4.770620992,-4.680761104,-4.512312101,-4.502058381,-4.408137764,-4.101674678,-4.034846623,-3.931589616,-3.826898806,-3.597903511,-3.390768894,-0.003517651,-0.494135579,-0.001763645,-0.001660272,-0.001540047,-0.00163857,-0.001094738,-0.000662998,-0.000558517,-0.000660377,-0.001116409,-0.00191661,-0.001791804,-0.001613941,-0.002137976,-0.002818161,-0.001840791,-0.028389534,-0.046872468,-0.026956286,-3.525329774,-3.550044291,-4.053120793,-4.264933918,-4.124124911,-4.615876193,-4.639070495,-4.796149654,-4.953898193,-5.088926652,-5.220978372,-5.310591525,-5.466434069
-0.156,-5.308505336,-5.256696743,-5.152381411,-5.001913685,-4.860100235,-4.846543515,-4.627082972,-4.563963281,-4.371608065,-4.279881523,-4.090027073,-4.039713064,-3.760532792,-3.766818082,-3.593344208,-3.294377267,-0.002136044,-0.004004734,-0.001757979,-0.001555402,-0.001491614,-0.001605886,-0.00107289,-0.000653736,-0.00055251,-0.000646911,-0.001088196,-0.001862859,-0.001740862,-0.001605134,-0.002115905,-0.002748728,-0.001813309,-0.006520343,-0.016837728,-0.018123382,-3.355965939,-3.726243214,-3.790565149,-4.219977762,-4.101348303,-4.49064982,-4.576047561,-4.834337769,-4.939485227,-5.021495875,-5.13878055,-5.299314638,-5.394879766
-0.1545,-5.240328701,-5.097492485,-5.017900229,-4.937325506,-4.77138544,-4.635076433,-4.442804544,-4.304202525,-4.177329082,-4.175340293,-3.833791929,-3.709719265,-3.773889532,-3.575038912,-3.433252089,-3.171327369,-0.001964901,-0.002987909,-0.001715697,-0.001496249,-0.001466315,-0.001613598,-0.001069632,-0.000665026,-0.00055717,-0.000665211,-0.001098011,-0.001851876,-0.001728926,-0.001588258,-0.002068597,-0.002725489,-0.001813237,-0.006152464,-0.026404438,-0.010182784,-0.697281053,-3.988204215,-4.069564497,-4.080166168,-4.231972131,-4.37920303,-4.627741037,-4.727808211,-4.802767455,-4.954210087,-5.113770702,-5.257967845,-5.342752523
-0.153,-5.170294984,-5.065479716,-4.967149683,-4.754364044,-4.754415027,-4.600880206,-4.507983167,-4.301809288,-4.145660504,-4.160567308,-3.874279736,-3.800983498,-3.735424042,-3.589748289,-3.383232563,-3.091123649,-0.001875938,-0.006674486,-0.001651716,-0.001453227,-0.001478907,-0.001594048,-0.001037761,-0.000628591,-0.000582344,-0.00063621,-0.001066184,-0.001814266,-0.001717837,-0.001581316,-0.002074529,-0.002656758,-0.001786926,-0.018016448,-0.017206892,-0.016319419,-0.092445017,-3.696625612,-4.152113937,-3.950535191,-4.117727435,-4.402473558,-4.435169391,-4.545153269,-4.790283555,-4.86921465,-5.048673605,-5.195312211,-5.279614333
