current,voltage
0.1665,3.5176630376538944
0.168,3.7487903783419663
0.1695,3.806489578229252
0.171,3.86830262889231
0.17250000000000001,3.972437040146015
0.17400000000000002,4.020645230510243
0.1755,4.070020406940947
0.177,4.163675025421964
0.1785,4.223809232616993
0.18,4.261689994244208
0.1815,4.293216877006842
0.183,4.310820730669307
0.1845,4.191231575980314
0.186,4.265299320943938
0.1875,4.316340298274285
0.189,4.441474305270542
0.1905,4.480119696736904
0.192,4.4913458809246425
0.1935,4.500798440834186
0.195,4.560114445299134
0.1965,4.675230471550446
0.198,4.738713393865773
0.1995,4.579401588595123
0.201,4.761861741663307
0.2025,4.84754759106614
0.20400000000000001,4.835704490621895
0.20550000000000002,4.982369589365911
0.207,4.945792025991443
0.2085,4.918476486391677
0.21,5.160596185403336
