current,voltage
0.1515,0.00015515556214100592
0.153,0.0002793308653671021
0.1545,0.4047609995563313
0.156,3.124221684928894
0.1575,3.178495783030258
0.159,3.23384458790959
0.1605,3.2887683481528103
0.162,3.3429767431095323
0.1635,3.396683204145855
0.165,3.4497957366371645
0.1665,3.502084234147528
0.168,3.5532888593317953
0.1695,3.6027770474566374
0.171,3.6498790267320946
0.17250000000000001,3.70013449161017
0.17400000000000002,3.755954329454335
0.1755,3.8089505701797077
0.177,3.8813849757891137
0.1785,3.9663605223346834
0.18,3.992008272551503
0.1815,4.14679525348984
0.183,4.107527045512251
0.1845,4.178698150760908
0.186,4.206890475296832
0.1875,4.299015284406557
0.189,4.345961825183257
0.1905,4.313081283840137
0.192,4.438589520657596
0.1935,4.501561895301824
0.195,4.615032309130873
0.1965,4.680053000768087
0.198,4.707592070645584
0.1995,4.794701631689621
0.201,4.7789385611989585
0.2025,4.871489764010028
0.20400000000000001,4.83756071969688
0.20550000000000002,4.925363120927243
0.207,5.051706992103979
0.2085,5.185225999244392
0.21,5.228188833862805
